acci_id,acci_time,acci_name,acci_x,acci_y
4605516627,03/09/2024 0:01,تدهور دراجة نارية - بليغ,25.17064027,55.35198587
4605421983,02/09/2024 21:21,دهس - بسيط,25.12425,55.23352999
4605442784,02/09/2024 21:51,صدم حاجز - بسيط,25.16105791,55.32403076
4605456445,02/09/2024 22:15,تدهور مركبة ثقيلة - بسيط,25.22749166,55.38537166
4605460983,02/09/2024 22:24,اصطدام بين مركبتين - بليغ,25.16183999,55.40105999
4605465419,02/09/2024 22:29,صدم عمود - بسيط,25.22611108,55.35138888
4605468796,02/09/2024 22:36,صدم عمود - بسيط,24.98805056,55.16515166
4605471347,02/09/2024 22:40,الاستعراضات والتفحيط - بسيط,25.1533166,55.27363552
4605471358,02/09/2024 22:40,صدم جدار - بسيط,25.27428999,55.36961
4605479645,02/09/2024 22:54,اصطدام بين مركبتين - بسيط,25.25675999,55.33187999
4605485097,02/09/2024 23:03,صدم عمود - بسيط,24.97406999,55.20724
4605489916,02/09/2024 23:11,مركبات مخالفة,24.99944706,55.10301889
4605492650,02/09/2024 23:15,تدهور مركبة خفيفة - بسيط,25.16738,55.46438
4605494392,02/09/2024 23:17,صدم دراجة نارية - بسيط,25.16931442,55.26210932
4605498854,02/09/2024 23:24,مركبه عطلانه في الشارع - بسيط,25.1381,55.21722999
4605500782,02/09/2024 23:28,الوقوف خلف المركبات (دبل بارك) - بسيط,25.21242786,55.41787566
4605501379,02/09/2024 23:30,مركبه عطلانه في الشارع - بسيط,24.99444377,55.14621857
4605502980,02/09/2024 23:32,طلب ثبات دورية في موقع عمل على الطريق العام - بسيط,25.28197151,55.39713826
4605460320,02/09/2024 22:22,صدم رصيف - بسيط,25.23133999,55.26972999
4605467268,02/09/2024 22:34,مركبات مخالفة,25.28802867,55.32421301
4605475194,02/09/2024 22:47,مركبه عطلانه في الشارع - بسيط,25.21396128,55.40362988
4605485594,02/09/2024 23:04,مركبه عطلانه في الشارع - بسيط,25.13507094,55.37970833
4605433858,02/09/2024 21:38,تدهور دراجة نارية - بسيط,25.01027999,55.33112999
4605439348,02/09/2024 21:46,مركبه عطلانه في الشارع - بسيط,25.22648139,55.40428216
4605452711,02/09/2024 22:08,مركبه عطلانه في الشارع - بسيط,24.97159732,55.23879205
4605459964,02/09/2024 22:22,صدم حاجز - بسيط,25.06805604,55.133335
4605420762,02/09/2024 21:20,صدم دراجة نارية - بليغ,25.27720173,55.37088536
4605429869,02/09/2024 21:31,طلب ثبات دورية في موقع عمل على الطريق العام - بسيط,25.27108,55.29775999
4605436751,02/09/2024 21:42,مركبه عطلانه في الشارع - بسيط,24.94631999,55.05927999
4605437345,02/09/2024 21:43,سقوط وتطاير أجسام على مركبة أثناء سيرها - بسيط,25.00624999,55.26455999
4605437427,02/09/2024 21:43,مركبه عطلانه في الشارع - بسيط,25.24689999,55.35339
4605339602,02/09/2024 19:11,تدهور مركبة ثقيلة - بسيط,25.01292,55.13366999
4605342422,02/09/2024 19:15,صدم دراجة هوائية - بسيط,25.11242,55.20537999
4605394341,02/09/2024 20:38,صدم رصيف - بسيط,25.2691,55.43307
4605399041,02/09/2024 20:46,اصطدام بين مركبتين - بسيط,25.28690837,55.32744126
4605404809,02/09/2024 20:55,اصطدام بين عدة مركبات - بسيط,25.2624733,55.42510497
4605404999,02/09/2024 20:56,صدم باب - بسيط,25.25508999,55.30670999
4605409217,02/09/2024 21:03,مركبه عطلانه في الشارع - بسيط,25.1115,55.21863
4605409794,02/09/2024 21:04,مركبات مخالفة,25.23128562,55.27963418
4605412865,02/09/2024 21:07,مركبه عطلانه في الشارع - بسيط,25.17649161,55.51324412
4605414069,02/09/2024 21:09,مركبه عطلانه في الشارع - بسيط,25.25498,55.40007999
4605416580,02/09/2024 21:13,مركبه عطلانه في الشارع - بسيط,25.22789725,55.4042162
4605319384,02/09/2024 18:42,اصطدام بين مركبتين - بسيط,25.06805597,55.19277995
4605351901,02/09/2024 19:30,مركبه عطلانه في الشارع - بسيط,24.92262031,54.992018
4605372460,02/09/2024 20:03,الوقوف خلف المركبات (دبل بارك) - بسيط,25.00406,55.25363999
4605375295,02/09/2024 20:07,مركبه عطلانه في الشارع - بسيط,25.21813818,55.40580743
4605376560,02/09/2024 20:08,صدم عمود - بسيط,25.25862616,55.32657233
4605394310,02/09/2024 20:38,الوقوف خلف المركبات (دبل بارك) - بسيط,25.25778133,55.3025672
4605400284,02/09/2024 20:48,الوقوف خلف المركبات (دبل بارك) - بسيط,25.11144,55.20054999
4605401947,02/09/2024 20:52,حيوانات سائبة على الطريق العام - بسيط,25.12889619,55.25809732
4605403478,02/09/2024 20:54,صدم دراجة نارية - بليغ,25.21481499,55.40948445
4605295902,02/09/2024 18:07,ازدحام مروري - بسيط,25.18583302,55.26000004
4605353130,02/09/2024 19:31,مركبه عطلانه في الشارع - بسيط,25.24945,55.28076999
4605353679,02/09/2024 19:32,صدم جدار - بسيط,25.04614999,55.24367
4605355432,02/09/2024 19:36,مركبه عطلانه في الشارع - بسيط,25.20947013,55.26365613
4605361486,02/09/2024 19:46,صدم دراجة هوائية - بسيط,25.12687999,55.24751999
4605374819,02/09/2024 20:06,صدم حاجز - بسيط,25.1133985,55.24763987
4605374880,02/09/2024 20:06,دهس - بسيط,25.26013886,55.29424998
4605383583,02/09/2024 20:19,الصدم والهروب - بسيط,25.12546999,55.35977999
4605321826,02/09/2024 18:45,وجود جسم في الشارع - بسيط,24.93324593,55.02316358
4605329176,02/09/2024 18:55,الصدم والهروب - بسيط,25.09536114,55.15894443
4605333574,02/09/2024 19:02,مركبه عطلانه في الشارع - بسيط,24.98988581,55.0944229
4605338444,02/09/2024 19:09,صدم حاجز - بسيط,25.11583682,55.13744936
4605350867,02/09/2024 19:27,مركبه عطلانه في الشارع - بسيط,25.26761999,55.43694999
4605355182,02/09/2024 19:35,مركبه عطلانه في الشارع - بسيط,24.85186,55.56474999
4605365227,02/09/2024 19:51,الوقوف خلف المركبات (دبل بارك) - بسيط,25.17727,55.3373
4605366905,02/09/2024 19:54,صدم دراجة نارية - بليغ,25.09488999,55.17239999
4605367049,02/09/2024 19:55,مركبه عطلانه في الشارع - بسيط,25.23243071,55.31707928
4605308284,02/09/2024 18:25,صدم عمود - بسيط,25.19932999,55.37828
4605318129,02/09/2024 18:40,ازدحام مروري - بسيط,25.25752999,55.33313999
4605325430,02/09/2024 18:50,صدم عمود - بسيط,25.20531552,55.38669287
4605325422,02/09/2024 18:50,وجود جسم في الشارع - بسيط,25.13914999,55.38117999
4605328950,02/09/2024 18:55,مركبه عطلانه في الشارع - بسيط,25.09164,55.39829999
4605329256,02/09/2024 18:55,مركبه عطلانه في الشارع - بسيط,25.27351,55.41827999
4605330986,02/09/2024 18:58,مركبه عطلانه في الشارع - بسيط,25.16564108,55.21674281
4605332241,02/09/2024 18:59,صدم باب - بسيط,25.23947999,55.26995999
4605332777,02/09/2024 19:00,صدم دراجة نارية - بسيط,25.22957936,55.38791055
4605335208,02/09/2024 19:04,الصدم والهروب - بسيط,25.13589437,55.35469632
4605335355,02/09/2024 19:04,صدم جدار - بسيط,24.90464417,55.09626839
4605342845,02/09/2024 19:16,مركبه عطلانه في الشارع - بسيط,25.15668999,55.48730999
4605354975,02/09/2024 19:35,صدم جدار - بسيط,24.90574,55.10341999
4605243980,02/09/2024 16:43,الوقوف خلف المركبات (دبل بارك) - بسيط,25.27456999,55.42374
4605267772,02/09/2024 17:26,صدم رصيف - بسيط,25.263121,55.29004049
4605306767,02/09/2024 18:23,اصطدام بين مركبتين - بسيط,25.24628999,55.28580999
4605309341,02/09/2024 18:26,صدم جدار - بسيط,25.22555497,55.28388998
4605317800,02/09/2024 18:40,صدم عمود - بسيط,25.15852999,55.28669
4605322096,02/09/2024 18:46,الوقوف خلف المركبات (دبل بارك) - بسيط,25.15573,55.40711999
4605325141,02/09/2024 18:49,مركبه عطلانه في الشارع - بسيط,25.01820476,55.15343023
4605325359,02/09/2024 18:50,صدم عمود - بسيط,25.29665583,55.39685568
4605238343,02/09/2024 16:35,اصطدام بين مركبتين - بليغ,25.20147568,55.38740993
4605263147,02/09/2024 17:19,صدم حاجز - بسيط,25.04187759,55.27076346
4605267507,02/09/2024 17:23,مركبه عطلانه في الشارع - بسيط,25.11329193,55.24281935
4605273325,02/09/2024 17:36,صدم عمود - بسيط,25.01025999,55.28980999
4605278384,02/09/2024 17:43,صدم عمود - بسيط,25.236623,55.26660205
4605278772,02/09/2024 17:43,مركبه عطلانه في الشارع - بسيط,25.26461,55.29308999
4605284949,02/09/2024 17:52,صدم عمود - بسيط,24.99700151,55.29455448
4605288761,02/09/2024 17:59,صدم دراجة نارية - بسيط,25.16785016,55.249932
4605295757,02/09/2024 18:07,ازدحام مروري - بسيط,25.14326,55.22262
4605302187,02/09/2024 18:16,صدم مبنى - بليغ,25.2533785,55.3072195
4605303542,02/09/2024 18:18,صدم جدار - بسيط,25.08026,55.15426
4605303792,02/09/2024 18:19,مركبه عطلانه في الشارع - بسيط,25.12399041,55.37062172
4605304184,02/09/2024 18:19,صدم رصيف - بسيط,25.05963627,55.18279177
4605305697,02/09/2024 18:22,تدهور دراجة نارية - بليغ,25.12432,55.42162999
4605308070,02/09/2024 18:24,الصدم والهروب - بسيط,25.2314,55.28336999
4605250165,02/09/2024 16:54,صدم جدار - بسيط,25.14888995,55.23980158
4605252328,02/09/2024 16:58,صدم حاجز - بسيط,25.09226999,55.16854
4605263795,02/09/2024 17:21,مركبه عطلانه في الشارع - بسيط,24.95318999,55.31088
4605267822,02/09/2024 17:27,صدم باب - بسيط,25.29313,55.38190999
4605268204,02/09/2024 17:27,صدم جدار - بسيط,25.15769604,55.38153581
4605272701,02/09/2024 17:35,اصطدام بين مركبتين - بسيط,25.23126,55.43758999
4605273238,02/09/2024 17:36,صدم عمود - بسيط,25.252649,55.34006324
4605279302,02/09/2024 17:44,مركبات مخالفة,25.04352999,55.11996
4605281277,02/09/2024 17:47,الوقوف خلف المركبات (دبل بارك) - بسيط,25.14231734,55.24280579
4605286308,02/09/2024 17:55,ازدحام مروري - بسيط,25.18558073,55.25939313
4605288510,02/09/2024 17:59,تدهور دراجة نارية - بليغ,25.15507,55.31664
4605214902,02/09/2024 16:00,مركبات مخالفة,25.18054729,55.43583225
4605235784,02/09/2024 16:31,الصدم والهروب - بسيط,25.26845643,55.35654639
4605247816,02/09/2024 16:50,مركبات مخالفة,25.19100999,55.25989
4605258227,02/09/2024 17:11,صدم رصيف - بسيط,25.16169,55.26886
4605262701,02/09/2024 17:18,سقوط وتطاير أجسام على مركبة أثناء سيرها - بسيط,25.12018372,55.25036272
4605272121,02/09/2024 17:34,ازدحام مروري - بسيط,25.18683999,55.25967999
4605272278,02/09/2024 17:34,مركبه عطلانه في الشارع - بسيط,25.10738715,55.17817325
4605196630,02/09/2024 15:38,مركبات مخالفة,25.19750879,55.27917793
4605199316,02/09/2024 15:42,صدم حاجز - بسيط,25.03616071,55.14293665
4605206603,02/09/2024 15:51,صدم رصيف - بسيط,25.21195829,55.408542
4605209607,02/09/2024 15:54,مركبه عطلانه في الشارع - بسيط,25.05492999,55.23673
4605213867,02/09/2024 15:59,صدم عمود - بسيط,25.24137964,55.35173773
4605215928,02/09/2024 16:02,مركبات مخالفة,25.18633408,55.27735406
4605221332,02/09/2024 16:10,الوقوف خلف المركبات (دبل بارك) - بسيط,25.29105999,55.38825999
4605222769,02/09/2024 16:12,صدم جدار - بسيط,25.21987375,55.38236578
4605223701,02/09/2024 16:13,الصدم والهروب - بسيط,25.2646915,55.39170633
4605226187,02/09/2024 16:17,مركبه عطلانه في الشارع - بسيط,25.29263459,55.3952213
4605240138,02/09/2024 16:37,اصطدام بين مركبتين - بسيط,25.17153885,55.38871227
4605241613,02/09/2024 16:39,صدم عمود - بسيط,25.08105269,55.22174615
4605242103,02/09/2024 16:40,الصدم والهروب - بسيط,25.29135,55.35360999
4605244262,02/09/2024 16:44,الصدم والهروب - بسيط,25.03136999,55.23404
4605244331,02/09/2024 16:44,مركبه عطلانه في الشارع - بسيط,25.03054712,55.2092291
4605245139,02/09/2024 16:45,ازدحام مروري - بسيط,25.18539528,55.26237987
4605251841,02/09/2024 16:57,اصطدام بين مركبتين - بسيط,25.22184038,55.42662888
4605252517,02/09/2024 16:59,الوقوف خلف المركبات (دبل بارك) - بسيط,25.25889524,55.32777953
4605234756,02/09/2024 16:30,مركبه عطلانه في الشارع - بسيط,25.0176271,55.14492644
4605235527,02/09/2024 16:31,مركبه عطلانه في الشارع - بسيط,25.27865975,55.42284586
4605145683,02/09/2024 14:24,مركبه عطلانه في الشارع - بسيط,25.1078355,55.34248628
4605237227,02/09/2024 16:33,صدم رصيف - بسيط,25.094323,55.16926152
4605237799,02/09/2024 16:34,مركبه عطلانه في الشارع - بسيط,25.23099488,55.26861923
4605154878,02/09/2024 14:37,ازدحام مروري - بسيط,25.23612999,55.35889999
4605162141,02/09/2024 14:46,صدم عمود - بسيط,25.20160904,55.27434629
4605170524,02/09/2024 14:57,مركبات مخالفة,25.10544,55.41458
4605179035,02/09/2024 15:12,اصطدام بين مركبتين - بليغ,25.26063467,55.32760057
4605194466,02/09/2024 15:35,اصطدام بين مركبتين - بليغ,25.27522931,55.34983443
4605197583,02/09/2024 15:40,صدم جدار - بسيط,25.11009745,55.14519526
4605199770,02/09/2024 15:43,مركبه عطلانه في الشارع - بسيط,25.02041633,55.62296906
4605208139,02/09/2024 15:52,صدم دراجة نارية - بسيط,25.13563655,55.23140246
4605208386,02/09/2024 15:53,مركبه عطلانه في الشارع - بسيط,25.1024012,55.33610777
4605208684,02/09/2024 15:53,اصطدام بين عدة مركبات - بسيط,25.14037999,55.28853999
4605211073,02/09/2024 15:55,تدهور دراجة نارية - بسيط,25.05113011,55.12630401
4605212560,02/09/2024 15:57,الوقوف خلف المركبات (دبل بارك) - بسيط,25.26403,55.38625999
4605215738,02/09/2024 16:02,تدهور مركبة ثقيلة - بسيط,25.02393823,55.45055252
4605226466,02/09/2024 16:18,مركبه عطلانه في الشارع - بسيط,25.20802749,55.27214057
4605229328,02/09/2024 16:21,صدم عمود - بسيط,24.95166668,55.08216667
4605156363,02/09/2024 14:38,صدم عمود - بسيط,25.19483,55.24573999
4605180868,02/09/2024 15:14,صدم عمود - بسيط,25.18517421,55.26031386
4605185794,02/09/2024 15:21,مركبه عطلانه في الشارع - بسيط,25.17571361,55.24560323
4605189204,02/09/2024 15:27,صدم عمود - بسيط,25.11168999,55.413
4605197831,02/09/2024 15:40,مركبه عطلانه في الشارع - بسيط,24.99637999,55.18615999
4605199052,02/09/2024 15:42,صدم عمود - بسيط,24.91218641,54.96224651
4605204399,02/09/2024 15:50,مركبه عطلانه في الشارع - بسيط,25.01814841,55.15781505
4605210813,02/09/2024 15:55,تعطل اشارة ضوئية - بسيط,25.20919746,55.41999068
4605213216,02/09/2024 15:58,مركبه عطلانه في الشارع - بسيط,25.13236723,55.22013688
4605183472,02/09/2024 15:18,الوقوف خلف المركبات (دبل بارك) - بسيط,25.19879527,55.25627614
4605183942,02/09/2024 15:19,مركبه عطلانه في الشارع - بسيط,25.07868591,55.21172052
4605184722,02/09/2024 15:20,مركبه عطلانه في الشارع - بسيط,25.12067999,55.19942999
4605193842,02/09/2024 15:34,صدم عمود - بسيط,25.02470311,55.14288241
4605088239,02/09/2024 12:58,صدم عمود - بسيط,24.97771183,55.0648295
4605091403,02/09/2024 13:04,صدم دراجة نارية - بليغ,25.14374349,55.44441416
4605114651,02/09/2024 13:34,مركبه عطلانه في الشارع - بسيط,25.25515727,55.40683065
4605121643,02/09/2024 13:44,الوقوف خلف المركبات (دبل بارك) - بسيط,25.29230536,55.36411617
4605130465,02/09/2024 14:00,صدم عمود - بسيط,25.29150937,55.40337202
4605134780,02/09/2024 14:06,ازدحام مروري - بسيط,25.1970903,55.26943592
4605144699,02/09/2024 14:23,الصدم والهروب - بسيط,25.07932092,55.12344565
4605150755,02/09/2024 14:31,صدم دراجة نارية - بليغ,25.11514,55.38807999
4605152363,02/09/2024 14:33,اصطدام بين مركبتين - بسيط,25.20597,55.3845
4605153520,02/09/2024 14:35,الصدم والهروب - بسيط,25.12100769,55.18383565
4605153663,02/09/2024 14:35,ازدحام مروري - بسيط,25.18772286,55.2643248
4605154198,02/09/2024 14:36,ازدحام مروري - بسيط,25.14684,55.37723
4605156529,02/09/2024 14:38,مركبه عطلانه في الشارع - بسيط,25.23524405,55.4190643
4605156570,02/09/2024 14:38,ازدحام مروري - بسيط,25.28139999,55.36836999
4605158232,02/09/2024 14:40,صدم حاجز - بسيط,25.2387651,55.42453793
4605158268,02/09/2024 14:41,مركبات مخالفة,25.18633408,55.27735406
4605165498,02/09/2024 14:51,مركبات مخالفة,25.12379,55.41014999
4605173340,02/09/2024 15:02,اصطدام بين مركبتين - بسيط,24.98104999,55.1275
4605177213,02/09/2024 15:09,مركبه عطلانه في الشارع - بسيط,25.04317007,55.1988437
4605177427,02/09/2024 15:09,صدم دراجة نارية - بسيط,25.05192477,55.17543297
4605180189,02/09/2024 15:13,الوقوف خلف المركبات (دبل بارك) - بسيط,25.04158,55.24209
4605154450,02/09/2024 14:36,الوقوف خلف المركبات (دبل بارك) - بسيط,25.15161124,55.2009536
4605154485,02/09/2024 14:36,صدم دراجة نارية - بليغ,25.12360044,55.38736535
4605157045,02/09/2024 14:39,الوقوف خلف المركبات (دبل بارك) - بسيط,25.09789999,55.20199999
4605164904,02/09/2024 14:49,صدم عمود - بسيط,25.19052999,55.26067999
4605168025,02/09/2024 14:55,صدم دراجة نارية - بليغ,25.10241,55.37768
4605170511,02/09/2024 14:57,مركبه عطلانه في الشارع - بسيط,25.14856304,55.41804841
4605067267,02/09/2024 12:23,اصطدام بين مركبتين - بسيط,25.00077255,55.16293416
4605080830,02/09/2024 12:46,صدم حاجز - بسيط,25.07707999,55.21218999
4605113436,02/09/2024 13:32,صدم حاجز - بسيط,25.1847803,55.26421954
4605126098,02/09/2024 13:52,صدم جدار - بسيط,25.11383999,55.19307
4605128393,02/09/2024 13:56,تدهور دراجة نارية - بليغ,25.00593997,55.13352061
4605138369,02/09/2024 14:12,ازدحام مروري - بسيط,25.23364526,55.28962023
4605148658,02/09/2024 14:29,تدهور دراجة نارية - بسيط,25.18918,55.28401
4605153933,02/09/2024 14:36,الوقوف خلف المركبات (دبل بارك) - بسيط,25.09796,55.20188999
4605147226,02/09/2024 14:28,صدم عمود - بسيط,25.17797999,55.3756
4605059206,02/09/2024 12:11,الوقوف خلف المركبات (دبل بارك) - بسيط,25.18469352,55.34623401
4605083532,02/09/2024 12:50,سقوط مركبة في حفرة - بسيط,25.2771188,55.3377117
4605103038,02/09/2024 13:20,اصطدام بين مركبتين - بسيط,25.09018392,55.39834443
4605104240,02/09/2024 13:22,صدم جدار - بسيط,25.1702,55.31726
4605106444,02/09/2024 13:24,صدم عمود - بسيط,24.96198,55.09065999
4605116846,02/09/2024 13:36,صدم دراجة هوائية - بسيط,25.09852,55.25307
4605122527,02/09/2024 13:46,مركبات مخالفة,25.10935422,55.39137385
4605128298,02/09/2024 13:56,مركبه عطلانه في الشارع - بسيط,25.11329193,55.24281935
4605132922,02/09/2024 14:03,مركبه عطلانه في الشارع - بسيط,25.12404999,55.12308
